Date,Portfolio_CumReturn,SP500_CumReturn,NASDAQ_CumReturn,Vol_Daily,Vol_Weekly,Vol_Monthly,Drawdown_Current,Drawdown_Max,Return_Port_Daily,Return_Port_Weekly,Return_Port_Monthly,Return_SP_Weekly,Return_SP_Monthly,Return_NASDAQ_Weekly,Return_NASDAQ_Monthly,Sharpe_Monthly_Rolling
2022-02-04,100.4,93.89,90.24,,5.7,11.48,-2.49,-3.66,0.2,1.22,-0.55,1.55,-3.48,2.38,-5.34,-0.516
2022-02-05,100.4,93.89,90.24,,5.05,11.48,-2.49,-3.66,0.0,0.65,-0.55,-0.33,-3.48,-1.0,-5.34,-0.516
2022-02-06,100.4,93.89,90.24,,4.87,11.48,-2.49,-3.66,0.0,0.35,-0.55,-1.01,-3.48,-1.73,-5.34,-0.516
2022-02-07,101.18,93.54,89.71,,6.54,11.81,-1.73,-3.66,0.77,0.63,0.23,-2.3,-3.84,-2.79,-5.9,0.285
2022-02-08,101.51,94.33,90.86,,5.08,11.82,-1.41,-3.66,0.33,1.31,0.79,0.98,-1.21,2.27,-2.15,0.854
2022-02-09,101.99,95.7,92.75,,5.23,10.32,-0.94,-3.66,0.47,1.58,-0.43,1.93,1.2,2.78,1.05,-0.45
2022-02-10,102.05,93.96,90.8,,5.04,10.32,-0.89,-3.66,0.05,1.64,-0.34,0.08,0.48,0.62,0.22,-0.349
2022-02-11,102.3,92.18,88.28,,4.27,10.15,-0.64,-3.66,0.25,1.89,0.49,-1.82,0.47,-2.18,0.16,0.628
2022-02-12,102.3,92.18,88.28,,3.09,10.15,-0.64,-3.66,0.0,1.11,0.49,-1.45,0.47,-1.6,0.16,0.628
2022-02-13,102.3,92.18,88.28,,3.24,10.15,-0.64,-3.66,0.0,0.78,0.49,-2.28,0.47,-2.84,0.16,0.628
2022-02-14,103.81,91.83,88.27,,10.08,11.21,0.0,-3.66,1.48,1.79,1.43,-4.04,-0.19,-4.83,-0.46,1.572
2022-02-15,103.08,93.27,90.51,,12.64,11.35,-0.71,-3.66,-0.71,1.01,0.11,-0.73,2.63,-0.32,4.44,0.174
2022-02-16,103.93,93.36,90.41,,13.42,10.74,0.0,-3.66,0.83,1.6,2.2,1.28,2.88,2.41,4.3,2.486
2022-02-17,105.63,91.38,87.8,,15.76,9.0,0.0,-3.66,1.63,3.25,5.99,-0.87,1.24,-0.54,2.73,7.812
2022-02-18,105.51,90.72,86.72,,16.06,8.7,-0.11,-3.66,-0.11,3.14,6.37,-1.58,-1.87,-1.76,-1.62,8.569
2022-02-19,105.51,90.72,86.72,,14.46,8.7,-0.11,-3.66,0.0,1.64,6.37,-1.2,-1.87,-1.76,-1.62,8.569
2022-02-20,105.51,90.72,86.72,,11.92,8.7,-0.11,-3.66,0.0,2.36,6.37,-2.73,-1.87,-4.18,-1.62,8.569
2022-02-21,105.51,90.72,86.72,,11.8,8.7,-0.11,-3.66,0.0,1.52,5.77,-2.82,-3.69,-4.08,-4.86,7.789
2022-02-22,105.93,89.8,85.65,,3.1,8.71,0.0,-3.66,0.4,0.28,5.88,-1.72,-5.32,-2.44,-6.72,7.917
2022-02-23,106.1,88.15,83.45,,2.75,8.68,0.0,-3.66,0.16,0.56,5.53,-2.84,-7.93,-3.77,-9.57,7.486
2022-02-24,106.99,89.47,86.24,,5.55,8.61,0.0,-3.66,0.83,1.4,6.77,-1.38,-4.22,-0.55,-2.92,9.185
2022-02-25,104.84,91.47,87.66,,17.43,11.78,-2.01,-3.66,-2.01,-0.64,4.42,0.82,-2.57,1.08,-2.86,4.468
2022-02-26,104.84,91.47,87.66,,17.43,11.78,-2.01,-3.66,0.0,-0.64,4.42,0.82,-2.57,1.08,-2.86,4.468
2022-02-27,104.84,91.47,87.66,,16.91,11.78,-2.01,-3.66,0.0,-1.03,4.42,1.86,-2.57,2.34,-2.86,4.468
2022-02-28,105.56,91.25,88.02,,17.98,11.73,-1.33,-3.66,0.68,-0.51,4.33,3.51,-2.45,5.48,-1.89,4.394
2022-03-01,107.95,89.83,86.62,,24.38,13.73,0.0,-3.66,2.26,0.9,6.34,0.41,-4.76,0.44,-4.66,5.444
2022-03-02,106.75,91.51,88.03,,19.67,14.55,-1.11,-3.66,-1.11,1.82,4.67,0.04,-4.37,0.42,-5.1,3.838
2022-03-03,107.5,91.03,86.66,,19.47,14.63,-0.41,-3.66,0.7,2.54,5.35,-0.48,-3.12,-1.14,-4.57,4.349
2022-03-04,109.21,90.31,85.22,,20.11,15.34,0.0,-3.66,1.59,4.17,6.75,-1.27,-2.03,-2.78,-3.46,5.193
2022-03-05,109.21,90.31,85.22,,20.98,15.34,0.0,-3.66,0.0,3.46,6.75,-1.03,-2.03,-3.18,-3.46,5.193
2022-03-06,109.21,90.31,85.22,,15.79,15.34,0.0,-3.66,0.0,1.17,6.75,0.53,-2.03,-1.62,-3.46,5.193
2022-03-07,110.81,87.64,82.13,,12.14,15.33,0.0,-3.66,1.47,3.8,6.74,-4.23,-4.56,-6.7,-6.96,5.187
2022-03-08,113.38,87.01,81.9,,16.4,16.33,0.0,-3.66,2.32,5.46,9.99,-4.42,-6.72,-5.48,-9.51,7.09
2022-03-09,110.36,89.24,84.85,,30.04,19.5,-2.66,-3.66,-2.66,1.06,6.19,-1.18,-4.41,-0.43,-6.15,3.793
2022-03-10,111.04,88.86,84.04,,30.06,18.93,-2.06,-3.66,0.61,1.68,5.12,-1.6,-2.76,-1.38,-4.28,3.263
2022-03-11,110.19,87.71,82.21,,31.11,19.22,-2.81,-3.66,-0.77,0.9,4.43,-2.88,-3.32,-3.53,-5.2,2.801
2022-03-12,110.19,87.71,82.21,,29.0,19.22,-2.81,-3.66,0.0,-0.56,4.43,0.08,-3.32,0.1,-5.2,2.801
2022-03-13,110.19,87.71,82.21,,20.15,19.22,-2.81,-3.66,0.0,-2.81,4.43,0.81,-3.32,0.38,-5.2,2.801
2022-03-14,108.9,87.06,80.53,,11.17,19.8,-3.95,-3.95,-1.17,-1.32,3.21,-2.45,-4.04,-5.09,-7.14,2.013
2022-03-15,107.17,88.92,82.88,,11.19,20.67,-5.47,-5.47,-1.59,-3.48,1.18,0.07,-0.98,-1.38,-3.24,0.777
2022-03-16,106.04,90.91,86.01,,11.49,21.03,-6.48,-6.48,-1.06,-3.77,-0.06,3.65,3.13,4.61,3.06,0.064
2022-03-17,107.93,92.03,87.15,,21.56,21.75,-4.8,-6.48,1.79,-2.05,0.88,4.93,2.87,6.0,1.05,0.589
2022-03-18,107.16,93.11,88.93,,21.31,20.64,-5.49,-6.48,-0.72,-2.75,2.21,6.16,1.79,8.18,1.45,1.37
2022-03-19,107.16,93.11,88.93,,20.78,20.64,-5.49,-6.48,0.0,-1.6,2.21,6.95,1.79,10.43,1.45,1.37
2022-03-20,107.16,93.11,88.93,,17.46,20.64,-5.49,-6.48,0.0,-0.02,2.21,4.71,1.79,7.3,1.45,1.37
2022-03-21,107.18,93.07,88.58,,14.78,20.54,-5.47,-6.48,0.02,1.08,1.54,2.37,1.99,2.99,0.63,0.989
2022-03-22,106.74,94.12,90.31,,5.24,18.99,-5.85,-6.48,-0.41,-1.1,-1.12,2.27,4.77,3.63,4.26,-0.619
2022-03-23,107.62,92.96,89.12,,7.17,18.81,-5.07,-6.48,0.83,0.44,0.82,-0.15,1.59,0.21,1.24,0.609
2022-03-24,109.01,94.3,90.84,,11.0,19.18,-3.85,-6.48,1.29,1.73,1.41,1.28,3.59,2.14,4.83,0.965
2022-03-25,108.58,94.77,90.7,,12.1,18.42,-4.23,-6.48,-0.4,1.33,-0.58,1.79,4.95,1.98,6.43,-0.288
2022-03-26,108.58,94.77,90.7,,12.13,18.42,-4.23,-6.48,0.0,1.31,-0.58,1.84,4.95,2.39,6.43,-0.288
2022-03-27,108.58,94.77,90.7,,10.99,18.42,-4.23,-6.48,0.0,1.72,-0.58,0.7,4.95,0.43,6.43,-0.288
2022-03-28,107.79,95.45,91.88,,12.16,17.74,-4.93,-6.48,-0.73,0.15,-2.72,2.68,8.91,3.11,11.88,-1.782
2022-03-29,106.26,96.62,93.58,,9.44,15.89,-6.28,-6.48,-1.42,-2.53,-6.28,2.47,11.05,3.01,14.26,-4.814
2022-03-30,107.45,96.01,92.44,,15.08,14.14,-5.23,-6.48,1.12,-1.04,-2.64,1.31,7.59,1.93,8.95,-2.201
2022-03-31,108.32,94.51,91.02,,16.78,14.28,-4.46,-6.48,0.81,-0.24,-2.45,-0.28,6.36,0.36,8.31,-2.013
2022-04-01,106.65,94.83,91.29,,19.83,14.96,-5.93,-6.48,-1.54,-1.78,-3.21,0.06,8.12,0.65,11.04,-2.541
2022-04-02,106.65,94.83,91.29,,19.64,14.96,-5.93,-6.48,0.0,-1.06,-3.21,-0.65,8.12,-0.65,11.04,-2.541
2022-04-03,106.65,94.83,91.29,,16.42,14.96,-5.93,-6.48,0.0,0.37,-3.21,-1.85,8.12,-2.45,11.04,-2.541
2022-04-04,107.21,95.6,93.02,,14.45,14.66,-5.44,-6.48,0.53,-0.22,-1.55,-0.43,9.81,0.63,15.51,-1.209
2022-04-05,106.86,94.4,90.92,,12.31,13.64,-5.74,-6.48,-0.33,-1.35,-0.29,-0.12,6.16,-0.11,9.7,-0.191
2022-04-06,106.61,93.48,88.9,,5.25,13.12,-5.97,-6.48,-0.23,-0.04,0.55,-1.42,2.83,-2.61,3.37,0.56
2022-04-07,107.47,93.88,88.96,,7.8,11.84,-5.21,-6.48,0.8,0.77,-0.43,-1.0,2.01,-2.55,2.08,-0.378
2022-04-08,107.9,93.63,87.76,,7.82,11.64,-4.83,-6.48,0.4,1.17,0.69,-1.27,0.56,-3.86,-1.32,0.769
2022-04-09,107.9,93.63,87.76,,7.47,11.64,-4.83,-6.48,0.0,0.64,0.69,-2.06,0.56,-5.65,-1.32,0.769
2022-04-10,107.9,93.63,87.76,,6.51,11.64,-4.83,-6.48,0.0,0.97,0.69,-0.81,0.56,-3.47,-1.32,0.769
2022-04-11,108.05,92.05,85.85,,5.41,11.65,-4.7,-6.48,0.14,1.35,0.81,-1.53,-1.09,-3.43,-3.08,0.891
2022-04-12,109.6,91.74,85.59,,9.55,12.47,-3.33,-6.48,1.43,1.98,2.68,-2.28,-2.53,-3.78,-5.23,2.603
2022-04-13,110.09,92.76,87.33,,9.56,12.27,-2.9,-6.48,0.45,2.03,2.29,-0.93,-0.22,-0.49,-2.0,2.277
2022-04-14,109.53,91.64,85.46,,11.42,11.65,-3.39,-6.48,-0.51,1.51,0.47,-2.13,-2.82,-2.63,-5.92,0.543
2022-04-15,109.53,91.64,85.46,,11.42,11.55,-3.39,-6.48,0.0,1.51,0.88,-2.13,-3.31,-2.63,-5.77,0.96
2022-04-16,109.53,91.64,85.46,,11.59,11.55,-3.39,-6.48,0.0,1.37,0.88,-0.45,-3.31,-0.45,-5.77,0.96
2022-04-17,109.53,91.64,85.46,,5.4,11.55,-3.39,-6.48,0.0,-0.06,0.88,-0.11,-3.31,-0.15,-5.77,0.96
2022-04-18,110.2,91.62,85.34,,6.29,11.36,-2.8,-6.48,0.61,0.1,2.23,-1.23,-4.02,-2.28,-7.12,2.389
2022-04-19,108.69,93.09,87.18,,11.6,11.27,-4.14,-6.48,-1.37,-0.77,2.29,1.58,-3.66,2.01,-6.84,2.461
2022-04-20,108.5,93.03,86.11,,11.52,10.68,-4.3,-6.48,-0.17,-0.94,0.97,1.52,-3.11,0.76,-6.85,1.139
2022-04-21,108.09,91.66,84.33,,11.45,10.4,-4.67,-6.48,-0.38,-1.32,-0.22,0.02,-3.02,-1.32,-7.35,-0.205
2022-04-22,107.31,89.12,82.18,,11.54,9.18,-5.35,-6.48,-0.71,-2.02,0.62,-2.75,-6.03,-3.83,-9.97,0.852
2022-04-23,107.31,89.12,82.18,,8.6,9.18,-5.35,-6.48,0.0,-2.62,0.62,-2.73,-6.03,-3.7,-9.97,0.852
2022-04-24,107.31,89.12,82.18,,4.78,9.18,-5.35,-6.48,0.0,-1.26,0.62,-4.27,-6.03,-5.73,-9.97,0.852
2022-04-25,105.21,89.62,83.24,,12.86,11.28,-7.2,-7.2,-1.96,-3.03,-1.87,-3.66,-6.25,-3.33,-10.51,-1.948
2022-04-26,105.67,87.1,79.95,,14.91,11.39,-6.8,-7.2,0.43,-2.24,-1.12,-4.97,-7.73,-5.19,-12.06,-1.13
2022-04-27,104.81,87.28,79.94,,15.04,11.68,-7.56,-7.56,-0.82,-2.34,-1.69,-2.06,-6.63,-2.73,-10.08,-1.699
2022-04-28,104.96,89.44,82.39,,15.36,11.27,-7.42,-7.56,0.15,-2.19,-2.33,0.37,-4.73,0.25,-7.38,-2.457
2022-04-29,106.11,86.2,78.95,,18.87,11.9,-6.41,-7.56,1.09,-1.12,-1.66,-3.27,-7.94,-3.93,-10.04,-1.634
2022-04-30,106.11,86.2,78.95,,10.99,11.9,-6.41,-7.56,0.0,0.85,-1.66,-3.82,-7.94,-5.15,-10.04,-1.634
2022-05-01,106.11,86.2,78.95,,10.77,11.9,-6.41,-7.56,0.0,0.42,-1.66,-1.04,-7.94,-1.25,-10.04,-1.634
2022-05-02,103.47,86.69,80.24,,21.13,14.49,-8.74,-8.74,-2.49,-1.28,-4.24,-0.68,-5.83,0.38,-6.53,-3.517
2022-05-03,103.86,87.11,80.42,,21.46,13.42,-8.4,-8.74,0.38,-1.05,-5.24,-2.61,-5.05,-2.39,-6.04,-4.741
2022-05-04,103.76,89.71,82.99,,18.38,13.19,-8.48,-8.74,-0.1,-2.22,-5.75,4.07,-3.29,5.11,-4.97,-5.322
2022-05-05,104.15,86.51,78.84,,19.13,13.35,-8.14,-8.74,0.37,-1.85,-4.92,0.36,-5.59,-0.14,-7.74,-4.463
2022-05-06,104.55,86.02,77.74,,19.78,13.5,-7.79,-8.74,0.38,-1.47,-4.55,-0.21,-6.13,-1.54,-9.04,-4.071
2022-05-07,104.55,86.02,77.74,,3.75,13.5,-7.79,-8.74,0.0,1.04,-4.55,-0.77,-6.13,-3.12,-9.04,-4.071
2022-05-08,104.55,86.02,77.74,,3.63,13.5,-7.79,-8.74,0.0,0.66,-4.55,-1.25,-6.13,-3.34,-9.04,-4.071
2022-05-09,103.21,83.26,74.4,,10.87,13.63,-8.97,-8.97,-1.28,-0.53,-6.34,-7.18,-9.12,-10.35,-12.82,-5.697
2022-05-10,102.25,83.47,75.13,,11.17,13.27,-9.81,-9.81,-0.93,-1.82,-5.92,-3.52,-10.33,-4.71,-13.82,-5.447
2022-05-11,102.96,82.09,72.74,,12.59,13.7,-9.19,-9.81,0.69,-1.52,-5.11,-4.56,-11.76,-6.43,-15.53,-4.521
2022-05-12,101.36,81.99,72.78,,14.86,14.43,-10.6,-10.6,-1.55,-3.05,-6.23,-4.69,-10.55,-6.37,-13.69,-5.27
2022-05-13,100.44,83.94,75.56,,13.86,14.51,-11.41,-11.41,-0.9,-3.92,-6.4,-2.41,-5.8,-2.8,-8.06,-5.394
2022-05-14,100.44,83.94,75.56,,14.0,14.51,-11.41,-11.41,0.0,-2.68,-6.4,0.82,-5.8,1.56,-8.06,-5.394
2022-05-15,100.44,83.94,75.56,,13.93,14.51,-11.41,-11.41,0.0,-1.77,-6.4,0.57,-5.8,0.57,-8.06,-5.394
2022-05-16,100.78,83.61,74.65,,12.41,13.36,-11.11,-11.41,0.34,-2.11,-4.21,1.85,-6.71,2.63,-10.32,-3.796
2022-05-17,101.04,85.3,76.71,,7.82,13.26,-10.88,-11.41,0.26,-0.31,-4.38,4.04,-2.07,5.4,-4.05,-3.98
2022-05-18,100.92,81.85,73.09,,3.1,13.08,-10.99,-11.41,-0.13,0.47,-3.71,-2.49,-6.22,-3.28,-8.57,-3.404
2022-05-19,102.32,81.38,72.9,,9.54,14.14,-9.75,-11.41,1.39,1.87,-2.51,-3.06,-9.02,-3.53,-11.52,-2.093
2022-05-20,102.36,81.39,72.68,,9.46,13.46,-9.72,-11.41,0.03,1.9,-3.54,-3.05,-5.58,-3.82,-7.95,-3.142
2022-05-21,102.36,81.39,72.68,,9.85,13.46,-9.72,-11.41,0.0,1.56,-3.54,-2.66,-5.58,-2.64,-7.95,-3.142
2022-05-22,102.36,81.39,72.68,,10.1,13.46,-9.72,-11.41,0.0,1.3,-3.54,-4.59,-5.58,-5.26,-7.95,-3.142
2022-05-23,102.69,82.9,73.84,,9.51,10.57,-9.43,-11.41,0.33,1.76,-0.75,1.28,-4.37,1.03,-7.98,-0.807
2022-05-24,103.65,82.22,72.1,,6.39,11.01,-8.58,-11.41,0.94,1.3,-0.2,1.04,-5.6,-1.09,-10.34,-0.163
2022-05-25,102.6,83.0,73.19,,11.22,11.55,-9.5,-11.41,-1.01,0.24,-1.11,1.98,-7.48,0.71,-11.8,-1.109
2022-05-26,102.67,84.65,75.15,,11.21,11.45,-9.45,-11.41,0.07,0.3,-1.42,4.01,-2.15,3.4,-4.68,-1.443
2022-05-27,102.88,86.75,77.65,,11.23,11.38,-9.25,-11.41,0.21,0.52,-1.59,6.58,0.85,6.84,-0.11,-1.634
2022-05-28,102.88,86.75,77.65,,11.07,11.38,-9.25,-11.41,0.0,0.19,-1.59,4.64,0.85,5.17,-0.11,-1.634
2022-05-29,102.88,86.75,77.65,,7.81,11.38,-9.25,-11.41,0.0,-0.74,-1.59,5.5,0.85,7.69,-0.11,-1.634
2022-05-30,102.88,86.75,77.65,,1.45,10.5,-9.25,-11.41,0.0,0.28,-0.31,4.51,4.18,6.09,4.37,-0.307
2022-05-31,102.41,86.2,77.33,,3.95,10.11,-9.68,-11.41,-0.46,-0.25,0.15,1.83,3.28,2.9,2.93,0.229
2022-06-01,102.44,85.56,76.78,,3.36,9.8,-9.65,-11.41,0.03,-0.43,-0.5,-1.37,4.22,-1.13,5.55,-0.569
2022-06-02,103.73,87.13,78.84,,10.24,9.08,-8.51,-11.41,1.26,0.82,2.34,0.45,6.28,1.53,8.32,3.103
2022-06-03,102.56,85.71,76.89,,13.89,9.43,-9.54,-11.41,-1.13,-0.32,2.1,-1.2,2.1,-0.98,1.76,2.693
2022-06-04,102.56,85.71,76.89,,13.89,9.43,-9.54,-11.41,0.0,-0.32,2.1,-1.2,2.1,-0.98,1.76,2.693
2022-06-05,102.56,85.71,76.89,,13.42,9.43,-9.54,-11.41,0.0,0.15,2.1,-0.57,2.1,-0.57,1.76,2.693
2022-06-06,102.21,85.98,77.2,,13.67,9.51,-9.85,-11.41,-0.34,-0.22,1.42,0.49,2.83,0.56,3.42,1.822
2022-06-07,102.67,86.8,77.93,,9.35,9.58,-9.44,-11.41,0.45,-1.02,1.61,-0.39,1.76,-1.15,1.59,2.049
2022-06-08,102.92,85.86,77.36,,4.68,9.57,-9.23,-11.41,0.24,0.35,1.98,0.18,4.9,0.61,5.85,2.509
2022-06-09,102.75,83.82,75.24,,4.98,8.35,-9.38,-11.41,-0.17,0.18,0.41,-2.21,3.0,-2.15,3.21,0.632
2022-06-10,104.01,81.38,72.59,,9.75,9.34,-8.26,-11.41,1.23,1.41,1.61,-5.05,-0.01,-5.6,-0.13,2.101
2022-06-11,104.01,81.38,72.59,,8.63,9.34,-8.26,-11.41,0.0,1.76,1.61,-5.35,-0.01,-5.98,-0.13,2.101
2022-06-12,104.01,81.38,72.59,,8.89,9.34,-8.26,-11.41,0.0,1.3,1.61,-6.24,-0.01,-6.86,-0.13,2.101
2022-06-13,101.59,78.22,69.19,,20.42,12.45,-10.4,-11.41,-2.32,-1.29,-1.07,-8.9,-5.64,-10.57,-6.29,-0.979
2022-06-14,100.56,77.93,69.31,,21.07,12.33,-11.3,-11.41,-1.01,-2.13,-2.98,-7.03,-5.23,-7.88,-3.87,-2.883
2022-06-15,100.88,79.06,71.04,,17.23,12.01,-11.02,-11.41,0.32,-3.0,-1.67,-2.84,-4.74,-2.12,-2.93,-1.629
2022-06-16,102.57,76.49,68.14,,23.78,13.45,-9.53,-11.41,1.67,-1.38,-0.09,-6.0,-9.64,-6.12,-9.32,-0.018
2022-06-17,102.01,76.66,69.12,,23.71,13.56,-10.02,-11.41,-0.55,-1.92,-0.85,-5.79,-11.63,-4.78,-10.99,-0.689
2022-06-18,102.01,76.66,69.12,,16.25,13.56,-10.02,-11.41,0.0,0.42,-0.85,-1.99,-11.63,-0.1,-10.99,-0.689
2022-06-19,102.01,76.66,69.12,,13.25,13.56,-10.02,-11.41,0.0,1.44,-0.85,-1.62,-11.63,-0.28,-10.99,-0.689
2022-06-20,102.01,76.66,69.12,,13.4,13.56,-10.02,-11.41,0.0,1.12,-0.85,-3.04,-11.63,-2.71,-10.99,-0.689
2022-06-21,101.96,78.54,70.85,,3.81,13.47,-10.07,-11.41,-0.05,-0.6,-0.44,2.67,-8.89,3.98,-8.38,-0.328
2022-06-22,101.94,78.44,70.75,,0.37,13.47,-10.09,-11.41,-0.02,-0.07,-0.49,2.31,-8.32,2.36,-7.85,-0.372
2022-06-23,101.46,79.18,71.9,,3.22,12.71,-10.51,-11.41,-0.47,-0.54,-2.19,3.29,-9.12,4.02,-8.81,-2.025
2022-06-24,101.51,81.6,74.3,,3.33,12.15,-10.47,-11.41,0.04,-0.5,-1.02,6.45,-4.79,7.49,-3.37,-0.958
2022-06-25,101.51,81.6,74.3,,3.33,12.15,-10.47,-11.41,0.0,-0.5,-1.02,6.45,-4.79,7.49,-3.37,-0.958
2022-06-26,101.51,81.6,74.3,,3.4,12.15,-10.47,-11.41,0.0,-0.44,-1.02,3.9,-4.79,4.86,-3.37,-0.958
2022-06-27,101.19,81.36,73.77,,3.63,12.14,-10.74,-11.41,-0.31,-0.73,-0.99,3.73,-5.37,4.27,-4.45,-0.93
2022-06-28,101.01,79.72,71.57,,2.39,12.02,-10.91,-11.41,-0.19,-0.45,-1.62,0.68,-8.15,-0.45,-8.16,-1.577
2022-06-29,100.79,79.67,71.55,,2.16,11.97,-11.1,-11.41,-0.21,-0.7,-2.06,-2.38,-7.21,-3.7,-7.52,-2.031
2022-06-30,100.26,78.97,70.59,,3.07,12.06,-11.57,-11.57,-0.53,-1.23,-2.42,-3.23,-5.79,-4.99,-6.17,-2.376
2022-07-01,99.97,79.8,71.23,,2.16,11.04,-11.82,-11.82,-0.29,-1.51,-3.88,-2.21,-1.94,-4.13,-1.87,-4.245
2022-07-02,99.97,79.8,71.23,,3.05,11.04,-11.82,-11.82,0.0,-1.21,-3.88,-1.92,-1.94,-3.44,-1.87,-4.245
2022-07-03,99.97,79.8,71.23,,3.52,11.04,-11.82,-11.82,0.0,-1.02,-3.88,0.1,-1.94,-0.48,-1.87,-4.245
2022-07-04,99.97,79.8,71.23,,3.8,7.84,-11.82,-11.82,0.0,-0.82,-1.59,0.17,2.02,-0.45,2.95,-2.419
2022-07-05,97.91,79.93,72.47,,14.27,9.97,-13.64,-13.64,-2.06,-2.34,-2.64,1.22,2.57,2.66,4.56,-3.165
2022-07-06,96.42,80.21,72.73,,15.89,10.94,-14.96,-14.96,-1.53,-3.56,-4.43,0.52,1.45,2.1,2.37,-4.912
2022-07-07,96.58,81.41,74.39,,16.42,8.67,-14.81,-14.96,0.17,-3.39,-5.84,2.02,6.43,4.43,9.16,-8.271
2022-07-08,96.73,81.35,74.48,,16.86,8.75,-14.68,-14.96,0.16,-3.24,-5.18,1.94,6.11,4.56,7.75,-7.238
2022-07-09,96.73,81.35,74.48,,16.86,8.75,-14.68,-14.96,0.0,-3.24,-5.18,1.94,6.11,4.56,7.75,-7.238
2022-07-10,96.73,81.35,74.48,,11.5,8.75,-14.68,-14.96,0.0,-1.2,-5.18,1.77,6.11,2.77,7.75,-7.238
2022-07-11,96.14,80.41,72.8,,5.08,8.78,-15.2,-15.2,-0.61,-0.28,-5.75,0.24,4.89,0.09,5.32,-8.043
