date,portfolio_return,sp500_return,nasdaq_return,volatility,drawdown_max,sharpe,portfolio_name
2023-01-11,0.027552,0.012849,0.017597,0.2152,-0.2644,1.36,Croissance Tech
2023-01-12,0.003557,0.003416,0.006351,0.2152,-0.2644,1.36,Croissance Tech
2023-01-13,0.007428,0.003997,0.007096,0.2152,-0.2644,1.36,Croissance Tech
2023-01-17,0.003573,-0.00203,0.00144,0.2152,-0.2644,1.36,Croissance Tech
2023-01-18,-0.010076,-0.015563,-0.012447,0.2152,-0.2644,1.36,Croissance Tech
2023-01-19,-0.002168,-0.007638,-0.009559,0.2152,-0.2644,1.36,Croissance Tech
2023-01-20,0.032668,0.018918,0.026553,0.2152,-0.2644,1.36,Croissance Tech
2023-01-23,0.016941,0.011881,0.020105,0.2152,-0.2644,1.36,Croissance Tech
2023-01-24,-0.001054,-0.000712,-0.002652,0.2152,-0.2644,1.36,Croissance Tech
2023-01-25,-0.00932,-0.000182,-0.001845,0.2152,-0.2644,1.36,Croissance Tech
2023-01-26,0.023038,0.011008,0.017594,0.2152,-0.2644,1.36,Croissance Tech
2023-01-27,0.009526,0.002495,0.009494,0.2152,-0.2644,1.36,Croissance Tech
2023-01-30,-0.021707,-0.012969,-0.01961,0.2152,-0.2644,1.36,Croissance Tech
2023-01-31,0.015933,0.014642,0.016741,0.2152,-0.2644,1.36,Croissance Tech
2023-02-01,0.014351,0.010452,0.020007,0.2152,-0.2644,1.36,Croissance Tech
2023-02-02,0.048136,0.014699,0.03254,0.2152,-0.2644,1.36,Croissance Tech
2023-02-03,-0.005183,-0.010355,-0.01589,0.2152,-0.2644,1.36,Croissance Tech
2023-02-06,-0.013206,-0.00614,-0.009953,0.2152,-0.2644,1.36,Croissance Tech
2023-02-07,0.03372,0.012873,0.01904,0.2152,-0.2644,1.36,Croissance Tech
2023-02-08,-0.023668,-0.011081,-0.01678,0.2152,-0.2644,1.36,Croissance Tech
2023-02-09,-0.016204,-0.00883,-0.010154,0.2152,-0.2644,1.36,Croissance Tech
2023-02-10,-0.000733,0.002195,-0.006061,0.2152,-0.2644,1.36,Croissance Tech
2023-02-13,0.020104,0.011449,0.014821,0.2152,-0.2644,1.36,Croissance Tech
2023-02-14,-0.000289,-0.00028,0.005749,0.2152,-0.2644,1.36,Croissance Tech
2023-02-15,0.007138,0.002773,0.009234,0.2152,-0.2644,1.36,Croissance Tech
2023-02-16,-0.017771,-0.013789,-0.017792,0.2152,-0.2644,1.36,Croissance Tech
2023-02-17,-0.011688,-0.002767,-0.005783,0.2152,-0.2644,1.36,Croissance Tech
2023-02-21,-0.024453,-0.020041,-0.025024,0.2152,-0.2644,1.36,Croissance Tech
2023-02-22,-0.000983,-0.001574,0.001285,0.2152,-0.2644,1.36,Croissance Tech
2023-02-23,0.004842,0.005329,0.007242,0.2152,-0.2644,1.36,Croissance Tech
2023-02-24,-0.019789,-0.010538,-0.016864,0.2152,-0.2644,1.36,Croissance Tech
2023-02-27,0.006468,0.003073,0.006322,0.2152,-0.2644,1.36,Croissance Tech
2023-02-28,-0.002139,-0.003036,-0.000998,0.2152,-0.2644,1.36,Croissance Tech
2023-03-01,-0.010084,-0.004725,-0.00664,0.2152,-0.2644,1.36,Croissance Tech
2023-03-02,0.013143,0.007582,0.007338,0.2152,-0.2644,1.36,Croissance Tech
2023-03-03,0.024281,0.016148,0.019718,0.2152,-0.2644,1.36,Croissance Tech
2023-03-06,0.013052,0.000687,-0.001135,0.2152,-0.2644,1.36,Croissance Tech
2023-03-07,-0.012704,-0.015327,-0.012454,0.2152,-0.2644,1.36,Croissance Tech
2023-03-08,0.003474,0.001415,0.003961,0.2152,-0.2644,1.36,Croissance Tech
2023-03-09,-0.012237,-0.018459,-0.02053,0.2152,-0.2644,1.36,Croissance Tech
2023-03-10,-0.015126,-0.014478,-0.017592,0.2152,-0.2644,1.36,Croissance Tech
2023-03-13,0.014942,-0.00151,0.004484,0.2152,-0.2644,1.36,Croissance Tech
2023-03-14,0.022736,0.016477,0.021388,0.2152,-0.2644,1.36,Croissance Tech
2023-03-15,0.012735,-0.006981,0.000516,0.2152,-0.2644,1.36,Croissance Tech
2023-03-16,0.032453,0.017562,0.024771,0.2152,-0.2644,1.36,Croissance Tech
2023-03-17,0.005088,-0.011019,-0.007405,0.2152,-0.2644,1.36,Croissance Tech
2023-03-20,-0.0049,0.008918,0.003872,0.2152,-0.2644,1.36,Croissance Tech
2023-03-21,0.014366,0.012982,0.015808,0.2152,-0.2644,1.36,Croissance Tech
2023-03-22,-0.008773,-0.016463,-0.016033,0.2152,-0.2644,1.36,Croissance Tech
2023-03-23,0.014991,0.002985,0.010063,0.2152,-0.2644,1.36,Croissance Tech
2023-03-24,0.007211,0.00564,0.003102,0.2152,-0.2644,1.36,Croissance Tech
2023-03-27,-0.016543,0.001647,-0.004662,0.2152,-0.2644,1.36,Croissance Tech
2023-03-28,-0.006048,-0.001574,-0.004483,0.2152,-0.2644,1.36,Croissance Tech
2023-03-29,0.016303,0.014237,0.017938,0.2152,-0.2644,1.36,Croissance Tech
2023-03-30,0.008018,0.005715,0.007314,0.2152,-0.2644,1.36,Croissance Tech
2023-03-31,0.017872,0.014437,0.017351,0.2152,-0.2644,1.36,Croissance Tech
2023-04-03,0.002811,0.003699,-0.002656,0.2152,-0.2644,1.36,Croissance Tech
2023-04-04,-0.00068,-0.005797,-0.005178,0.2152,-0.2644,1.36,Croissance Tech
2023-04-05,-0.008949,-0.002492,-0.010677,0.2152,-0.2644,1.36,Croissance Tech
2023-04-06,0.019974,0.003579,0.007594,0.2152,-0.2644,1.36,Croissance Tech
2023-04-10,-0.013073,0.000996,-0.000298,0.2152,-0.2644,1.36,Croissance Tech
2023-04-11,-0.014152,-4.1e-05,-0.004343,0.2152,-0.2644,1.36,Croissance Tech
2023-04-12,-0.002156,-0.004135,-0.008522,0.2152,-0.2644,1.36,Croissance Tech
2023-04-13,0.027934,0.013263,0.019861,0.2152,-0.2644,1.36,Croissance Tech
2023-04-14,-0.003271,-0.002069,-0.003518,0.2152,-0.2644,1.36,Croissance Tech
2023-04-17,-0.001561,0.003306,0.002825,0.2152,-0.2644,1.36,Croissance Tech
2023-04-18,-0.000368,0.000855,-0.000354,0.2152,-0.2644,1.36,Croissance Tech
2023-04-19,0.002286,-8.4e-05,0.000314,0.2152,-0.2644,1.36,Croissance Tech
2023-04-20,-0.003453,-0.005953,-0.008034,0.2152,-0.2644,1.36,Croissance Tech
2023-04-21,-0.004174,0.000903,0.00107,0.2152,-0.2644,1.36,Croissance Tech
2023-04-24,-0.003771,0.000852,-0.002921,0.2152,-0.2644,1.36,Croissance Tech
2023-04-25,-0.01679,-0.015811,-0.019775,0.2152,-0.2644,1.36,Croissance Tech
2023-04-26,0.02868,-0.003841,0.004677,0.2152,-0.2644,1.36,Croissance Tech
2023-04-27,0.031651,0.019566,0.024286,0.2152,-0.2644,1.36,Croissance Tech
2023-04-28,0.00574,0.008253,0.006946,0.2152,-0.2644,1.36,Croissance Tech
2023-05-01,-0.002686,-0.000386,-0.001143,0.2152,-0.2644,1.36,Croissance Tech
2023-05-02,-0.00618,-0.011586,-0.010816,0.2152,-0.2644,1.36,Croissance Tech
2023-05-03,-0.003739,-0.006998,-0.004568,0.2152,-0.2644,1.36,Croissance Tech
2023-05-04,-0.004004,-0.007219,-0.0049,0.2152,-0.2644,1.36,Croissance Tech
2023-05-05,0.027315,0.018475,0.02248,0.2152,-0.2644,1.36,Croissance Tech
2023-05-08,0.001431,0.000452,0.001758,0.2152,-0.2644,1.36,Croissance Tech
2023-05-09,-0.006906,-0.004579,-0.006312,0.2152,-0.2644,1.36,Croissance Tech
2023-05-10,0.019284,0.004484,0.010418,0.2152,-0.2644,1.36,Croissance Tech
2023-05-11,0.006247,-0.001697,0.001793,0.2152,-0.2644,1.36,Croissance Tech
2023-05-12,-0.002025,-0.001583,-0.00355,0.2152,-0.2644,1.36,Croissance Tech
2023-05-15,-0.002227,0.002958,0.00655,0.2152,-0.2644,1.36,Croissance Tech
2023-05-16,0.008097,-0.006378,-0.001792,0.2152,-0.2644,1.36,Croissance Tech
2023-05-17,0.007448,0.011891,0.012762,0.2152,-0.2644,1.36,Croissance Tech
2023-05-18,0.014518,0.009445,0.015061,0.2152,-0.2644,1.36,Croissance Tech
2023-05-19,-8.9e-05,-0.001446,-0.002438,0.2152,-0.2644,1.36,Croissance Tech
2023-05-22,0.005107,0.000155,0.004968,0.2152,-0.2644,1.36,Croissance Tech
2023-05-23,-0.017417,-0.011222,-0.01262,0.2152,-0.2644,1.36,Croissance Tech
2023-05-24,-0.003845,-0.007319,-0.006058,0.2152,-0.2644,1.36,Croissance Tech
2023-05-25,0.022328,0.008758,0.017136,0.2152,-0.2644,1.36,Croissance Tech
2023-05-26,0.016026,0.013049,0.021862,0.2152,-0.2644,1.36,Croissance Tech
2023-05-30,0.000736,1.7e-05,0.003217,0.2152,-0.2644,1.36,Croissance Tech
2023-05-31,-0.004812,-0.006109,-0.00631,0.2152,-0.2644,1.36,Croissance Tech
2023-06-01,0.012896,0.009854,0.012809,0.2152,-0.2644,1.36,Croissance Tech
2023-06-02,0.006838,0.014534,0.01067,0.2152,-0.2644,1.36,Croissance Tech
2023-06-05,-0.000235,-0.002004,-0.000856,0.2152,-0.2644,1.36,Croissance Tech
2023-06-06,-0.001452,0.002354,0.003552,0.2152,-0.2644,1.36,Croissance Tech
2023-06-07,-0.023006,-0.003812,-0.012919,0.2152,-0.2644,1.36,Croissance Tech
2023-06-08,0.007924,0.006189,0.010196,0.2152,-0.2644,1.36,Croissance Tech
2023-06-09,0.002893,0.001148,0.001558,0.2152,-0.2644,1.36,Croissance Tech
2023-06-12,0.014756,0.009321,0.015294,0.2152,-0.2644,1.36,Croissance Tech
2023-06-13,0.002204,0.006932,0.008275,0.2152,-0.2644,1.36,Croissance Tech
2023-06-14,0.004788,0.000819,0.003917,0.2152,-0.2644,1.36,Croissance Tech
2023-06-15,0.019534,0.012178,0.011473,0.2152,-0.2644,1.36,Croissance Tech
2023-06-16,-0.011468,-0.003672,-0.006766,0.2152,-0.2644,1.36,Croissance Tech
2023-06-20,-0.005503,-0.004735,-0.001628,0.2152,-0.2644,1.36,Croissance Tech
2023-06-21,-0.011726,-0.005245,-0.012079,0.2152,-0.2644,1.36,Croissance Tech
2023-06-22,0.018299,0.003711,0.00951,0.2152,-0.2644,1.36,Croissance Tech
2023-06-23,-0.007522,-0.007659,-0.010131,0.2152,-0.2644,1.36,Croissance Tech
2023-06-26,-0.017226,-0.004487,-0.011617,0.2152,-0.2644,1.36,Croissance Tech
2023-06-27,0.013274,0.011456,0.016489,0.2152,-0.2644,1.36,Croissance Tech
2023-06-28,0.007188,-0.000354,0.002662,0.2152,-0.2644,1.36,Croissance Tech
2023-06-29,-0.002031,0.004474,-3.1e-05,0.2152,-0.2644,1.36,Croissance Tech
2023-06-30,0.016803,0.012269,0.014464,0.2152,-0.2644,1.36,Croissance Tech
2023-07-03,-0.005775,0.001171,0.002092,0.2152,-0.2644,1.36,Croissance Tech
2023-07-05,0.000927,-0.001968,-0.001818,0.2152,-0.2644,1.36,Croissance Tech
2023-07-06,0.002,-0.007923,-0.008165,0.2152,-0.2644,1.36,Croissance Tech
2023-07-07,-0.008153,-0.002865,-0.001339,0.2152,-0.2644,1.36,Croissance Tech
2023-07-10,-0.015808,0.002405,0.001813,0.2152,-0.2644,1.36,Croissance Tech
2023-07-11,0.000833,0.006742,0.005496,0.2152,-0.2644,1.36,Croissance Tech
2023-07-12,0.012341,0.007411,0.011501,0.2152,-0.2644,1.36,Croissance Tech
2023-07-13,0.017534,0.00847,0.015778,0.2152,-0.2644,1.36,Croissance Tech
2023-07-14,0.00474,-0.001024,-0.001759,0.2152,-0.2644,1.36,Croissance Tech
2023-07-17,0.006262,0.003855,0.009299,0.2152,-0.2644,1.36,Croissance Tech
2023-07-18,0.013956,0.007117,0.00763,0.2152,-0.2644,1.36,Croissance Tech
2023-07-19,-0.004874,0.002358,0.000305,0.2152,-0.2644,1.36,Croissance Tech
2023-07-20,-0.017926,-0.006757,-0.020526,0.2152,-0.2644,1.36,Croissance Tech
2023-07-21,-0.004664,0.000324,-0.002169,0.2152,-0.2644,1.36,Croissance Tech
2023-07-24,0.005763,0.004034,0.001857,0.2152,-0.2644,1.36,Croissance Tech
2023-07-25,0.009728,0.002815,0.006095,0.2152,-0.2644,1.36,Croissance Tech
2023-07-26,-0.001683,-0.000155,-0.001222,0.2152,-0.2644,1.36,Croissance Tech
2023-07-27,-0.01078,-0.006425,-0.005462,0.2152,-0.2644,1.36,Croissance Tech
2023-07-28,0.019571,0.009878,0.018971,0.2152,-0.2644,1.36,Croissance Tech
2023-07-31,-0.001419,0.001469,0.002051,0.2152,-0.2644,1.36,Croissance Tech
2023-08-01,-0.002973,-0.002665,-0.004329,0.2152,-0.2644,1.36,Croissance Tech
2023-08-02,-0.021529,-0.01384,-0.021735,0.2152,-0.2644,1.36,Croissance Tech
2023-08-03,-0.003846,-0.002548,-0.000983,0.2152,-0.2644,1.36,Croissance Tech
2023-08-04,-0.018366,-0.0053,-0.003616,0.2152,-0.2644,1.36,Croissance Tech
2023-08-07,0.001281,0.009024,0.006123,0.2152,-0.2644,1.36,Croissance Tech
2023-08-08,-0.002993,-0.004218,-0.007866,0.2152,-0.2644,1.36,Croissance Tech
2023-08-09,-0.010916,-0.007039,-0.01169,0.2152,-0.2644,1.36,Croissance Tech
2023-08-10,0.000421,0.000251,0.001164,0.2152,-0.2644,1.36,Croissance Tech
2023-08-11,-0.002444,-0.00107,-0.00678,0.2152,-0.2644,1.36,Croissance Tech
2023-08-14,0.010265,0.00575,0.010515,0.2152,-0.2644,1.36,Croissance Tech
2023-08-15,-0.009532,-0.011551,-0.011407,0.2152,-0.2644,1.36,Croissance Tech
2023-08-16,-0.004619,-0.007555,-0.011475,0.2152,-0.2644,1.36,Croissance Tech
2023-08-17,-0.008321,-0.007713,-0.011703,0.2152,-0.2644,1.36,Croissance Tech
2023-08-18,-0.003165,-0.000149,-0.001964,0.2152,-0.2644,1.36,Croissance Tech
2023-08-21,0.011348,0.006879,0.01556,0.2152,-0.2644,1.36,Croissance Tech
2023-08-22,0.004989,-0.002777,0.000613,0.2152,-0.2644,1.36,Croissance Tech
2023-08-23,0.019509,0.011045,0.015931,0.2152,-0.2644,1.36,Croissance Tech
2023-08-24,-0.022981,-0.013458,-0.018735,0.2152,-0.2644,1.36,Croissance Tech
2023-08-25,0.008974,0.006718,0.009409,0.2152,-0.2644,1.36,Croissance Tech
2023-08-28,0.00617,0.006265,0.008423,0.2152,-0.2644,1.36,Croissance Tech
2023-08-29,0.019979,0.014508,0.017412,0.2152,-0.2644,1.36,Croissance Tech
2023-08-30,0.010079,0.003833,0.005418,0.2152,-0.2644,1.36,Croissance Tech
2023-08-31,-0.000357,-0.001597,0.001117,0.2152,-0.2644,1.36,Croissance Tech
2023-09-01,0.003735,0.001799,-0.000225,0.2152,-0.2644,1.36,Croissance Tech
2023-09-05,0.00662,-0.004194,-0.000774,0.2152,-0.2644,1.36,Croissance Tech
2023-09-06,-0.01705,-0.006972,-0.01059,0.2152,-0.2644,1.36,Croissance Tech
2023-09-07,-0.014079,-0.003211,-0.008913,0.2152,-0.2644,1.36,Croissance Tech
2023-09-08,0.008339,0.001427,0.000924,0.2152,-0.2644,1.36,Croissance Tech
2023-09-11,0.007833,0.006723,0.011362,0.2152,-0.2644,1.36,Croissance Tech
2023-09-12,-0.016435,-0.005696,-0.010366,0.2152,-0.2644,1.36,Croissance Tech
2023-09-13,0.002455,0.001242,0.002903,0.2152,-0.2644,1.36,Croissance Tech
2023-09-14,0.008689,0.00843,0.008141,0.2152,-0.2644,1.36,Croissance Tech
2023-09-15,-0.01269,-0.01216,-0.015634,0.2152,-0.2644,1.36,Croissance Tech
2023-09-18,0.006539,0.000721,0.000139,0.2152,-0.2644,1.36,Croissance Tech
2023-09-19,0.001728,-0.002151,-0.002338,0.2152,-0.2644,1.36,Croissance Tech
2023-09-20,-0.023818,-0.009395,-0.015284,0.2152,-0.2644,1.36,Croissance Tech
2023-09-21,-0.010037,-0.016401,-0.018201,0.2152,-0.2644,1.36,Croissance Tech
2023-09-22,-0.001468,-0.002296,-0.00092,0.2152,-0.2644,1.36,Croissance Tech
2023-09-25,0.004941,0.004023,0.004504,0.2152,-0.2644,1.36,Croissance Tech
2023-09-26,-0.020036,-0.014735,-0.015651,0.2152,-0.2644,1.36,Croissance Tech
2023-09-27,0.000339,0.000229,0.002238,0.2152,-0.2644,1.36,Croissance Tech
2023-09-28,0.004409,0.005893,0.008282,0.2152,-0.2644,1.36,Croissance Tech
2023-09-29,0.001718,-0.00271,0.001367,0.2152,-0.2644,1.36,Croissance Tech
2023-10-02,0.018657,7.9e-05,0.006691,0.2152,-0.2644,1.36,Croissance Tech
2023-10-03,-0.016155,-0.013744,-0.018658,0.2152,-0.2644,1.36,Croissance Tech
2023-10-04,0.014277,0.00811,0.013518,0.2152,-0.2644,1.36,Croissance Tech
2023-10-05,0.003129,-0.001304,-0.001222,0.2152,-0.2644,1.36,Croissance Tech
2023-10-06,0.019511,0.011815,0.015999,0.2152,-0.2644,1.36,Croissance Tech
2023-10-09,0.007731,0.006304,0.003939,0.2152,-0.2644,1.36,Croissance Tech
2023-10-10,-0.003595,0.005208,0.005829,0.2152,-0.2644,1.36,Croissance Tech
2023-10-11,0.011678,0.004293,0.00714,0.2152,-0.2644,1.36,Croissance Tech
2023-10-12,-0.00174,-0.006246,-0.006256,0.2152,-0.2644,1.36,Croissance Tech
2023-10-13,-0.010577,-0.005019,-0.012302,0.2152,-0.2644,1.36,Croissance Tech
2023-10-16,0.008235,0.010594,0.01199,0.2152,-0.2644,1.36,Croissance Tech
2023-10-17,-0.00332,-9.8e-05,-0.002523,0.2152,-0.2644,1.36,Croissance Tech
2023-10-18,-0.007826,-0.0134,-0.016215,0.2152,-0.2644,1.36,Croissance Tech
2023-10-19,0.000298,-0.008483,-0.009623,0.2152,-0.2644,1.36,Croissance Tech
2023-10-20,-0.014617,-0.012585,-0.015347,0.2152,-0.2644,1.36,Croissance Tech
2023-10-23,0.00485,-0.001686,0.002659,0.2152,-0.2644,1.36,Croissance Tech
2023-10-24,0.005872,0.007266,0.009336,0.2152,-0.2644,1.36,Croissance Tech
2023-10-25,-0.012144,-0.01434,-0.024251,0.2152,-0.2644,1.36,Croissance Tech
2023-10-26,-0.03015,-0.011833,-0.017597,0.2152,-0.2644,1.36,Croissance Tech
2023-10-27,0.00535,-0.0048,0.003763,0.2152,-0.2644,1.36,Croissance Tech
2023-10-30,0.017767,0.01201,0.011585,0.2152,-0.2644,1.36,Croissance Tech
2023-10-31,0.001466,0.006475,0.004829,0.2152,-0.2644,1.36,Croissance Tech
2023-11-01,0.020733,0.010506,0.016359,0.2152,-0.2644,1.36,Croissance Tech
2023-11-02,0.012523,0.018859,0.017817,0.2152,-0.2644,1.36,Croissance Tech
2023-11-03,0.005598,0.009394,0.013847,0.2152,-0.2644,1.36,Croissance Tech
2023-11-06,0.011853,0.001753,0.003005,0.2152,-0.2644,1.36,Croissance Tech
2023-11-07,0.011374,0.00284,0.008956,0.2152,-0.2644,1.36,Croissance Tech
2023-11-08,0.006645,0.001005,0.000773,0.2152,-0.2644,1.36,Croissance Tech
2023-11-09,-0.006241,-0.008084,-0.009447,0.2152,-0.2644,1.36,Croissance Tech
2023-11-10,0.022856,0.015616,0.020461,0.2152,-0.2644,1.36,Croissance Tech
2023-11-13,-0.007423,-0.000836,-0.002201,0.2152,-0.2644,1.36,Croissance Tech
2023-11-14,0.011947,0.019075,0.023725,0.2152,-0.2644,1.36,Croissance Tech
2023-11-15,0.002876,0.001597,0.000671,0.2152,-0.2644,1.36,Croissance Tech
2023-11-16,0.014082,0.00119,0.000697,0.2152,-0.2644,1.36,Croissance Tech
2023-11-17,-0.009129,0.001282,0.000837,0.2152,-0.2644,1.36,Croissance Tech
2023-11-20,0.013309,0.00739,0.01126,0.2152,-0.2644,1.36,Croissance Tech
2023-11-21,-0.005267,-0.002021,-0.005919,0.2152,-0.2644,1.36,Croissance Tech
2023-11-22,0.00875,0.004061,0.004639,0.2152,-0.2644,1.36,Croissance Tech
2023-11-24,-0.005846,0.000597,-0.001052,0.2152,-0.2644,1.36,Croissance Tech
2023-11-27,0.000462,-0.001954,-0.00069,0.2152,-0.2644,1.36,Croissance Tech
2023-11-28,0.006765,0.00098,0.002861,0.2152,-0.2644,1.36,Croissance Tech
2023-11-29,-0.009409,-0.000946,-0.001629,0.2152,-0.2644,1.36,Croissance Tech
2023-11-30,-0.002356,0.003784,-0.002263,0.2152,-0.2644,1.36,Croissance Tech
2023-12-01,-0.002939,0.005874,0.00554,0.2152,-0.2644,1.36,Croissance Tech
2023-12-04,-0.01345,-0.005409,-0.008357,0.2152,-0.2644,1.36,Croissance Tech
2023-12-05,0.014749,-0.000569,0.003131,0.2152,-0.2644,1.36,Croissance Tech
2023-12-06,-0.00775,-0.003906,-0.005847,0.2152,-0.2644,1.36,Croissance Tech
2023-12-07,0.017017,0.007968,0.013663,0.2152,-0.2644,1.36,Croissance Tech
2023-12-08,0.003668,0.004095,0.004462,0.2152,-0.2644,1.36,Croissance Tech
2023-12-11,-0.010821,0.003924,0.00198,0.2152,-0.2644,1.36,Croissance Tech
2023-12-12,0.005331,0.004599,0.006992,0.2152,-0.2644,1.36,Croissance Tech
2023-12-13,0.006741,0.013651,0.0138,0.2152,-0.2644,1.36,Croissance Tech
2023-12-14,-0.009665,0.002647,0.001873,0.2152,-0.2644,1.36,Croissance Tech
2023-12-15,0.005157,-7.6e-05,0.003547,0.2152,-0.2644,1.36,Croissance Tech
2023-12-18,0.003497,0.004528,0.006135,0.2152,-0.2644,1.36,Croissance Tech
2023-12-19,0.004051,0.005866,0.006603,0.2152,-0.2644,1.36,Croissance Tech
2023-12-20,-0.004641,-0.014684,-0.015015,0.2152,-0.2644,1.36,Croissance Tech
2023-12-21,0.005851,0.010301,0.012582,0.2152,-0.2644,1.36,Croissance Tech
2023-12-22,0.000419,0.00166,0.001945,0.2152,-0.2644,1.36,Croissance Tech
2023-12-26,-0.001008,0.004232,0.005443,0.2152,-0.2644,1.36,Croissance Tech
2023-12-27,-0.002048,0.00143,0.001633,0.2152,-0.2644,1.36,Croissance Tech
2023-12-28,0.001985,0.00037,-0.000268,0.2152,-0.2644,1.36,Croissance Tech
2023-12-29,-0.00213,-0.002826,-0.005551,0.2152,-0.2644,1.36,Croissance Tech
2024-01-02,-0.02199,-0.005661,-0.016348,0.2152,-0.2644,1.36,Croissance Tech
2024-01-03,-0.002201,-0.008016,-0.011766,0.2152,-0.2644,1.36,Croissance Tech
2024-01-04,-0.011594,-0.003428,-0.005613,0.2152,-0.2644,1.36,Croissance Tech
2024-01-05,-0.00278,0.001826,0.000949,0.2152,-0.2644,1.36,Croissance Tech
2024-01-08,0.021801,0.014115,0.022012,0.2152,-0.2644,1.36,Croissance Tech
2024-01-09,0.003308,-0.001478,0.000939,0.2152,-0.2644,1.36,Croissance Tech
2024-01-10,0.011585,0.005666,0.007534,0.2152,-0.2644,1.36,Croissance Tech
2024-01-11,0.000374,-0.000671,3.6e-05,0.2152,-0.2644,1.36,Croissance Tech
2024-01-12,0.005507,0.000751,0.000172,0.2152,-0.2644,1.36,Croissance Tech
2024-01-16,-0.003298,-0.003731,-0.001897,0.2152,-0.2644,1.36,Croissance Tech
2024-01-17,-0.004321,-0.005617,-0.005937,0.2152,-0.2644,1.36,Croissance Tech
2024-01-18,0.020389,0.008805,0.013465,0.2152,-0.2644,1.36,Croissance Tech
2024-01-19,0.01513,0.012314,0.016958,0.2152,-0.2644,1.36,Croissance Tech
2024-01-22,0.002165,0.002194,0.003221,0.2152,-0.2644,1.36,Croissance Tech
2024-01-23,0.006511,0.002921,0.004274,0.2152,-0.2644,1.36,Croissance Tech
2024-01-24,0.004534,0.000812,0.003629,0.2152,-0.2644,1.36,Croissance Tech
2024-01-25,0.00588,0.00526,0.001846,0.2152,-0.2644,1.36,Croissance Tech
