Date,Portfolio_CumReturn,SP500_CumReturn,NASDAQ_CumReturn,Vol_Daily,Vol_Weekly,Vol_Monthly,Drawdown_Current,Drawdown_Max,Return_Port_Daily,Return_Port_Weekly,Return_Port_Monthly,Return_SP_Weekly,Return_SP_Monthly,Return_NASDAQ_Weekly,Return_NASDAQ_Monthly,Sharpe_Monthly_Rolling
2022-02-02,89.6,95.74,92.29,,39.91,35.79,-11.72,-15.55,-0.53,0.03,-9.4,5.5,-4.26,6.46,-7.71,-3.132
2022-02-03,86.61,93.41,88.84,,44.06,36.69,-14.67,-15.55,-3.34,-0.99,-13.34,3.49,-4.75,3.94,-8.09,-4.493
2022-02-04,84.39,93.89,90.24,,45.62,37.21,-16.85,-16.85,-2.55,-1.53,-15.43,1.55,-4.16,2.38,-6.52,-5.205
2022-02-07,82.81,93.54,89.71,,29.27,37.41,-18.41,-18.41,-1.88,-6.83,-16.29,-0.7,-4.13,-1.57,-6.16,-5.501
2022-02-08,83.17,94.33,90.86,,24.18,37.66,-18.06,-18.41,0.43,-7.67,-15.31,-0.55,-3.19,-1.06,-5.01,-5.095
2022-02-09,85.65,95.7,92.75,,40.85,38.98,-15.61,-18.41,2.98,-4.4,-14.22,-0.05,-2.67,0.51,-4.38,-4.52
2022-02-10,84.84,93.96,90.8,,34.83,38.44,-16.41,-18.41,-0.94,-2.04,-15.94,0.59,-4.7,2.21,-6.6,-5.213
2022-02-11,83.83,92.18,88.28,,30.6,38.14,-17.41,-18.41,-1.2,-0.67,-17.41,-1.82,-5.16,-2.18,-6.86,-5.809
2022-02-14,82.33,91.83,88.27,,30.27,38.09,-18.88,-18.88,-1.78,-0.58,-17.27,-1.83,-5.6,-1.6,-7.4,-5.766
2022-02-15,84.66,93.27,90.51,,36.98,39.88,-16.58,-18.88,2.83,1.8,-15.51,-1.12,-4.11,-0.39,-5.06,-4.863
2022-02-16,87.23,93.36,90.41,,37.22,41.25,-14.05,-18.88,3.04,1.85,-10.46,-2.45,-2.23,-2.53,-2.64,-3.01
2022-02-17,87.47,91.38,87.8,,35.44,40.81,-13.81,-18.88,0.27,3.1,-8.13,-2.75,-3.36,-3.31,-4.35,-2.295
2022-02-18,86.22,90.72,86.72,,36.24,40.65,-15.05,-18.88,-1.44,2.85,-10.35,-1.58,-2.99,-1.76,-4.28,-3.024
2022-02-21,84.69,90.72,86.72,,36.18,39.15,-16.55,-18.88,-1.77,2.87,-8.47,-1.2,-1.12,-1.76,-1.6,-2.519
2022-02-22,83.44,89.8,85.65,,32.05,36.28,-17.79,-18.88,-1.48,-1.45,-5.45,-3.72,-2.39,-5.36,-3.42,-1.681
2022-02-23,83.77,88.15,83.45,,16.62,35.58,-17.47,-18.88,0.39,-3.98,-2.88,-5.58,-3.01,-7.69,-3.71,-0.816
2022-02-24,83.38,89.47,86.24,,14.27,32.53,-17.85,-18.88,-0.46,-4.68,-6.91,-2.09,-1.41,-1.77,-0.51,-2.483
2022-02-25,87.95,91.47,87.66,,46.86,37.35,-13.34,-18.88,5.49,2.01,0.55,0.82,1.34,1.08,2.56,0.351
2022-02-28,88.25,91.25,88.02,,42.84,36.59,-13.05,-18.88,0.34,4.2,2.96,0.58,-1.31,1.5,-0.14,1.131
2022-03-01,87.44,89.83,86.62,,41.04,34.4,-13.84,-18.88,-0.91,4.8,-1.61,0.03,-4.63,1.13,-4.97,-0.406
2022-03-02,91.15,91.51,88.03,,46.38,37.23,-10.19,-18.88,4.24,8.82,1.19,3.81,-3.52,5.48,-4.14,0.558
2022-03-03,87.65,91.03,86.66,,60.5,39.6,-13.64,-18.88,-3.84,5.13,-2.17,1.74,-4.92,0.48,-6.1,-0.477
2022-03-04,82.96,90.31,85.22,,59.51,42.23,-18.26,-18.88,-5.35,-5.68,-4.21,-1.27,-3.32,-2.78,-4.07,-1.021
2022-03-07,86.67,87.64,82.13,,71.78,44.19,-14.61,-18.88,4.47,-1.8,2.69,-3.95,-6.65,-6.69,-8.99,0.931
2022-03-08,86.07,87.01,81.9,,71.67,43.69,-15.2,-18.88,-0.69,-1.57,3.94,-3.15,-6.98,-5.45,-8.71,1.268
2022-03-09,91.75,89.24,84.85,,82.15,48.97,-9.6,-18.88,6.6,0.66,10.32,-2.48,-5.39,-3.61,-6.61,2.642
2022-03-10,86.61,88.86,84.04,,88.39,52.43,-14.67,-18.88,-5.6,-1.19,1.12,-2.38,-7.14,-3.01,-9.39,0.502
2022-03-11,88.13,87.71,82.21,,75.29,52.59,-13.17,-18.88,1.76,6.23,3.88,-2.88,-6.66,-3.53,-9.46,1.118
2022-03-14,89.6,87.06,80.53,,70.33,52.54,-11.72,-18.88,1.66,3.38,6.88,-0.67,-5.56,-1.95,-8.77,1.772
2022-03-15,89.06,88.92,82.88,,70.22,52.09,-12.25,-18.88,-0.6,3.47,8.17,2.2,-3.16,1.2,-6.11,2.06
2022-03-16,91.42,90.91,86.01,,53.04,51.98,-9.93,-18.88,2.65,-0.36,7.98,1.87,-2.53,1.37,-4.97,2.022
2022-03-17,91.69,92.03,87.15,,20.53,51.1,-9.66,-18.88,0.29,5.87,5.11,3.57,-1.42,3.69,-3.61,1.413
2022-03-18,92.74,93.11,88.93,,19.83,51.19,-8.63,-18.88,1.14,5.22,6.02,6.16,1.89,8.18,1.29,1.614
2022-03-21,93.0,93.07,88.58,,19.46,50.79,-8.37,-18.88,0.29,3.8,7.87,6.9,2.58,9.99,2.14,2.035
2022-03-22,93.06,94.12,90.31,,16.96,50.19,-8.31,-18.88,0.06,4.5,9.88,5.85,3.74,8.96,4.14,2.497
2022-03-23,92.17,92.96,89.12,,11.96,49.96,-9.19,-18.88,-0.96,0.82,10.46,2.26,3.52,3.62,4.04,2.633
2022-03-24,91.36,94.3,90.84,,13.89,50.2,-9.99,-18.88,-0.88,-0.36,9.06,2.46,6.97,4.24,8.85,2.317
2022-03-25,90.16,94.77,90.7,,11.04,50.48,-11.16,-18.88,-1.31,-2.77,8.14,1.79,5.93,1.98,5.16,2.103
2022-03-28,92.2,95.45,91.88,,22.95,47.55,-9.16,-18.88,2.25,-0.87,4.83,2.56,4.35,3.73,4.82,1.417
2022-03-29,92.65,96.62,93.58,,23.41,47.56,-8.72,-18.88,0.49,-0.45,4.98,2.66,5.89,3.62,6.31,1.454
2022-03-30,93.54,96.01,92.44,,22.83,47.41,-7.84,-18.88,0.97,1.49,6.97,3.28,6.88,3.73,6.72,1.935
2022-03-31,92.56,94.51,91.02,,23.44,45.46,-8.81,-18.88,-1.05,1.31,1.54,0.23,3.28,0.2,3.41,0.621
2022-04-01,94.26,94.83,91.29,,20.57,43.46,-7.13,-18.88,1.84,4.54,7.54,0.06,4.18,0.65,5.34,2.217
2022-04-04,93.84,95.6,93.02,,18.15,38.32,-7.54,-18.88,-0.44,1.78,13.12,0.16,5.86,1.24,9.16,4.053
2022-04-05,92.62,94.4,90.92,,21.51,36.16,-8.75,-18.88,-1.31,-0.03,6.86,-2.3,7.71,-2.84,10.7,2.378
2022-04-06,89.39,93.48,88.9,,30.33,38.4,-11.93,-18.88,-3.49,-4.44,3.86,-2.64,7.44,-3.83,8.54,1.366
2022-04-07,86.4,93.88,88.96,,35.09,32.55,-14.87,-18.88,-3.34,-6.65,-5.83,-0.67,5.2,-2.27,4.84,-2.055
2022-04-08,88.01,93.63,87.76,,35.25,26.91,-13.28,-18.88,1.87,-6.63,1.62,-1.27,5.37,-3.86,4.43,0.847
2022-04-11,91.69,92.05,85.85,,53.31,29.93,-9.66,-18.88,4.18,-2.29,4.04,-3.71,4.95,-7.71,4.42,1.73
2022-04-12,92.29,91.74,85.59,,53.07,29.51,-9.07,-18.88,0.65,-0.36,3.0,-2.82,5.38,-5.86,6.28,1.344
2022-04-13,90.91,92.76,87.33,,46.34,29.96,-10.43,-18.88,-1.49,1.71,2.08,-0.77,4.32,-1.77,5.37,0.968
2022-04-14,91.36,91.64,85.46,,33.05,28.56,-9.99,-18.88,0.49,5.74,-0.07,-2.39,0.8,-3.93,-0.64,0.108
2022-04-18,91.36,91.62,85.34,,33.11,28.54,-9.99,-18.88,0.0,3.8,-0.36,-2.15,-0.45,-2.76,-2.07,-0.015
2022-04-19,90.96,93.09,87.18,,13.65,28.26,-10.38,-18.88,-0.43,-0.79,-1.91,1.13,-0.02,1.55,-1.97,-0.684
2022-04-20,93.64,93.03,86.11,,26.16,30.13,-7.74,-18.88,2.95,1.47,0.69,1.41,-0.04,0.61,-2.78,0.416
2022-04-21,93.64,91.66,84.33,,21.44,30.13,-7.74,-18.88,0.0,3.0,0.62,-1.19,-2.61,-3.44,-6.62,0.39
2022-04-22,92.4,89.12,82.18,,25.55,30.32,-8.97,-18.88,-1.33,1.13,0.25,-2.75,-4.14,-3.83,-7.78,0.242
2022-04-25,92.15,89.62,83.24,,25.77,30.16,-9.21,-18.88,-0.26,0.87,0.87,-2.18,-4.96,-2.46,-8.36,0.487
2022-04-26,93.25,87.1,79.95,,25.9,29.97,-8.13,-18.88,1.19,2.51,3.42,-6.43,-8.1,-8.29,-11.85,1.49
2022-04-27,93.31,87.28,79.94,,14.29,29.0,-8.07,-18.88,0.07,-0.36,1.21,-6.18,-8.56,-7.17,-13.0,0.634
2022-04-28,94.28,89.44,82.39,,16.38,29.17,-7.11,-18.88,1.04,0.68,1.77,-2.42,-7.43,-2.3,-11.96,0.86
2022-04-29,95.04,86.2,78.95,,10.08,29.11,-6.36,-18.88,0.81,2.87,1.6,-3.27,-10.22,-3.93,-14.59,0.795
2022-05-02,91.48,86.69,80.24,,32.84,31.82,-9.87,-18.88,-3.75,-0.73,-1.16,-3.28,-8.28,-3.61,-11.85,-0.288
2022-05-03,92.7,87.11,80.42,,33.22,31.49,-8.67,-18.88,1.33,-0.59,-1.66,0.01,-8.15,0.58,-11.9,-0.486
2022-05-04,92.76,89.71,82.99,,33.22,31.46,-8.61,-18.88,0.07,-0.59,-1.15,2.78,-6.16,3.81,-10.79,-0.292
2022-05-05,93.34,86.51,78.84,,32.43,31.19,-8.04,-18.88,0.62,-1.0,0.78,-3.28,-8.36,-4.3,-13.28,0.448
2022-05-06,90.45,86.02,77.74,,36.51,30.66,-10.89,-18.88,-3.1,-4.84,1.19,-0.21,-7.98,-1.54,-12.56,0.608
2022-05-09,85.42,83.26,74.4,,46.15,34.48,-15.83,-18.88,-5.55,-6.62,-1.13,-3.95,-11.31,-7.28,-16.36,-0.228
2022-05-10,86.31,83.47,75.13,,45.11,34.02,-14.96,-18.88,1.03,-6.9,-1.94,-4.18,-10.86,-6.58,-14.39,-0.526
2022-05-11,86.58,82.09,72.74,,45.65,30.37,-14.69,-18.88,0.32,-6.66,-5.57,-8.49,-10.82,-12.35,-15.27,-2.114
2022-05-12,84.97,81.99,72.78,,42.21,30.68,-16.28,-18.88,-1.86,-8.97,-7.93,-5.23,-10.63,-7.69,-14.96,-3.078
2022-05-13,85.3,83.94,75.56,,42.89,30.51,-15.95,-18.88,0.39,-5.69,-6.17,-2.41,-9.51,-2.8,-13.48,-2.354
2022-05-16,84.36,83.61,74.65,,18.98,30.49,-16.88,-18.88,-1.11,-1.25,-7.66,0.42,-8.76,0.34,-12.65,-2.984
2022-05-17,86.12,85.3,76.71,,24.24,31.65,-15.14,-18.88,2.09,-0.21,-5.73,2.19,-6.9,2.1,-10.11,-2.082
2022-05-18,86.92,81.85,73.09,,25.15,31.9,-14.36,-18.88,0.92,0.39,-4.45,-0.29,-12.07,0.47,-16.16,-1.556
2022-05-19,88.68,81.38,72.9,,20.97,30.91,-12.62,-18.88,2.03,4.37,-5.3,-0.75,-12.53,0.15,-15.35,-1.961
2022-05-20,87.92,81.39,72.68,,24.36,30.97,-13.37,-18.88,-0.86,3.07,-6.11,-3.05,-11.2,-3.82,-13.81,-2.29
2022-05-23,88.99,82.9,73.84,,19.0,31.13,-12.32,-18.88,1.21,5.49,-3.69,-0.85,-6.98,-1.09,-10.16,-1.297
2022-05-24,88.56,82.22,72.1,,19.13,31.15,-12.74,-18.88,-0.48,2.83,-3.9,-3.6,-8.25,-6.01,-13.38,-1.379
2022-05-25,90.33,83.0,73.19,,21.73,31.71,-11.01,-18.88,1.99,3.92,-3.13,1.4,-4.71,0.15,-8.45,-1.05
2022-05-26,90.57,84.65,75.15,,18.73,31.74,-10.77,-18.88,0.27,2.13,-2.94,4.03,-3.01,3.09,-5.99,-0.972
2022-05-27,92.55,86.75,77.65,,18.01,32.5,-8.82,-18.88,2.18,5.26,-1.84,6.58,-3.01,6.84,-5.75,-0.528
2022-05-30,94.04,86.75,77.65,,18.48,32.89,-7.35,-18.88,1.61,5.68,-1.06,4.64,0.64,5.17,-1.65,-0.228
2022-05-31,91.51,86.2,77.33,,32.11,31.56,-9.84,-18.88,-2.69,3.33,0.03,4.84,-0.56,7.25,-3.63,0.165
2022-06-01,89.17,85.56,76.78,,36.33,32.39,-12.14,-18.88,-2.56,-1.28,-3.81,3.08,-1.78,4.89,-4.53,-1.281
2022-06-02,90.14,87.13,78.84,,37.5,32.68,-11.19,-18.88,1.09,-0.47,-2.82,2.93,-2.87,4.91,-5.0,-0.893
2022-06-03,88.8,85.71,76.89,,32.27,32.89,-12.5,-18.88,-1.49,-4.05,-4.86,-1.2,-0.92,-0.98,-2.48,-1.656
2022-06-06,90.69,85.98,77.2,,34.8,32.09,-10.65,-18.88,2.13,-3.56,0.27,-0.89,-0.05,-0.58,-0.69,0.256
2022-06-07,89.32,86.8,77.93,,31.42,25.63,-11.99,-18.88,-1.51,-2.4,4.56,0.69,4.25,0.78,4.75,2.213
2022-06-08,89.84,85.86,77.36,,25.61,25.5,-11.49,-18.88,0.58,0.75,4.09,0.35,2.87,0.77,2.97,2.011
2022-06-09,90.84,83.82,75.24,,25.67,25.7,-10.5,-18.88,1.12,0.78,4.92,-3.81,2.1,-4.57,3.43,2.369
2022-06-10,86.92,81.38,72.59,,40.68,29.38,-14.36,-18.88,-4.32,-2.13,2.29,-5.05,-0.74,-5.6,-0.27,1.068
2022-06-13,85.09,78.22,69.19,,34.77,30.35,-16.16,-18.88,-2.1,-6.18,-0.25,-9.02,-6.82,-10.38,-8.44,0.047
2022-06-14,84.27,77.93,69.31,,34.73,30.29,-16.97,-18.88,-0.97,-5.66,-0.11,-10.22,-6.8,-11.06,-7.15,0.102
2022-06-15,85.03,79.06,71.04,,35.8,29.53,-16.22,-18.88,0.9,-5.35,-1.27,-7.92,-7.31,-8.17,-7.39,-0.378
2022-06-16,82.38,76.49,68.14,,31.86,31.13,-18.83,-18.88,-3.11,-9.32,-5.22,-8.74,-6.55,-9.43,-6.76,-1.914
2022-06-17,84.57,76.66,69.12,,36.87,31.78,-16.67,-18.88,2.66,-2.7,-4.63,-5.79,-5.79,-4.78,-5.18,-1.637
2022-06-20,83.81,76.66,69.12,,34.54,31.79,-17.42,-18.88,-0.9,-1.5,-4.67,-1.99,-5.81,-0.1,-4.9,-1.652
2022-06-21,83.57,78.54,70.85,,34.03,31.37,-17.66,-18.88,-0.29,-0.83,-6.09,0.78,-5.26,2.23,-4.04,-2.249
2022-06-22,81.53,78.44,70.75,,35.76,32.25,-19.67,-19.67,-2.44,-4.12,-7.94,-0.79,-4.61,-0.42,-1.88,-2.918
2022-06-23,79.88,79.18,71.9,,31.96,31.53,-21.29,-21.29,-2.02,-3.03,-11.56,3.52,-4.6,5.51,-1.77,-4.512
2022-06-24,83.14,81.6,74.3,,41.28,35.33,-18.08,-21.29,4.08,-1.69,-8.2,6.45,-3.6,7.49,-1.13,-2.733
2022-06-27,83.99,81.36,73.77,,41.82,34.48,-17.24,-21.29,1.03,0.22,-9.24,6.13,-6.21,6.73,-5.0,-3.203
2022-06-28,84.33,79.72,71.57,,41.73,33.82,-16.91,-21.29,0.4,0.91,-10.33,1.51,-8.1,1.01,-7.83,-3.696
2022-06-29,82.96,79.67,71.55,,38.76,33.15,-18.26,-21.29,-1.62,1.76,-9.35,1.57,-7.58,1.13,-7.48,-3.386
2022-06-30,79.79,78.97,70.59,,46.99,34.42,-21.38,-21.38,-3.82,-0.11,-10.52,-0.27,-7.7,-1.81,-8.05,-3.699
2022-07-01,79.03,79.8,71.23,,30.1,33.95,-22.13,-22.13,-0.95,-4.94,-12.33,-2.21,-8.42,-4.13,-9.65,-4.473
2022-07-04,79.09,79.8,71.23,,26.65,33.87,-22.07,-22.13,0.08,-5.84,-10.94,-1.92,-6.89,-3.44,-7.37,-3.93
2022-07-05,77.9,79.93,72.47,,22.65,32.59,-23.24,-23.24,-1.5,-7.62,-14.1,0.26,-7.04,1.26,-6.13,-5.419
2022-07-06,78.88,80.21,72.73,,30.13,33.13,-22.28,-23.24,1.25,-4.92,-11.69,0.69,-7.59,1.65,-6.68,-4.332
2022-07-07,80.92,81.41,74.39,,26.32,34.7,-20.27,-23.24,2.59,1.41,-9.93,3.1,-5.18,5.37,-3.85,-3.442
2022-07-08,82.78,81.35,74.48,,26.73,35.61,-18.44,-23.24,2.29,4.74,-8.88,1.94,-2.95,4.56,-1.01,-2.958
2022-07-11,80.37,80.41,72.8,,38.57,33.95,-20.81,-23.24,-2.91,1.62,-7.53,0.76,-1.19,2.2,0.29,-2.601
2022-07-12,80.8,79.67,72.1,,34.98,33.46,-20.39,-23.24,0.53,3.71,-5.04,-0.33,1.84,-0.51,4.21,-1.695
2022-07-13,80.55,79.31,72.0,,35.31,33.35,-20.63,-23.24,-0.3,2.12,-4.41,-1.13,1.77,-1.01,3.87,-1.461
2022-07-14,78.18,79.07,72.02,,35.98,34.41,-22.97,-23.24,-2.95,-3.39,-8.06,-2.88,0.01,-3.19,1.37,-2.76
2022-07-15,79.55,80.59,73.31,,33.28,33.65,-21.62,-23.24,1.75,-3.9,-3.44,-0.93,5.36,-1.57,7.57,-1.086
2022-07-18,80.95,79.92,72.71,,30.85,32.84,-20.24,-23.24,1.76,0.72,-4.28,-0.61,4.25,-0.11,5.2,-1.442
2022-07-19,83.72,82.12,74.98,,38.84,35.0,-17.51,-23.24,3.42,3.62,-0.11,3.09,7.13,3.98,8.47,0.129
2022-07-20,82.74,82.61,76.16,,40.73,35.23,-18.47,-23.24,-1.16,2.72,-0.98,4.16,5.18,5.78,7.48,-0.169
2022-07-21,84.6,83.42,77.19,,26.83,34.91,-16.64,-23.24,2.24,8.22,3.77,5.5,6.36,7.19,9.11,1.44
2022-07-22,86.4,82.65,75.75,,27.08,34.54,-14.87,-23.24,2.12,8.61,8.16,2.55,4.37,3.33,5.36,2.893
2022-07-25,86.37,82.75,75.42,,29.62,31.86,-14.9,-23.24,-0.04,6.69,3.88,3.55,1.41,3.72,1.51,1.588
2022-07-26,85.21,81.8,74.01,,27.52,32.14,-16.04,-23.24,-1.34,1.78,1.45,-0.4,0.54,-1.29,0.33,0.691
2022-07-27,87.07,83.94,77.02,,26.01,32.94,-14.21,-23.24,2.18,5.22,3.25,1.61,5.29,1.13,7.61,1.323
2022-07-28,91.94,84.96,77.85,,41.87,37.19,-9.42,-23.24,5.59,8.67,10.83,1.84,6.64,0.85,8.81,3.501
2022-07-29,94.22,86.16,79.31,,42.17,34.23,-7.17,-23.24,2.48,9.06,18.08,4.26,9.11,4.7,12.35,6.013
2022-08-01,94.13,85.92,79.17,,42.34,33.79,-7.26,-23.24,-0.1,8.99,19.11,3.83,7.67,4.98,11.15,6.394
2022-08-02,94.37,85.35,79.04,,36.01,33.75,-7.02,-23.24,0.26,10.75,19.32,4.34,6.95,6.8,10.97,6.468
2022-08-03,94.68,86.68,81.09,,38.05,32.71,-6.72,-23.24,0.32,8.74,21.53,3.27,8.45,5.28,11.89,7.342
2022-08-04,98.7,86.62,81.42,,29.66,34.64,-2.76,-23.24,4.24,7.35,25.13,1.95,7.98,4.59,11.96,7.97
2022-08-05,95.77,86.47,81.02,,40.73,36.89,-5.64,-23.24,-2.96,1.65,18.36,0.36,6.22,2.15,8.92,5.679
2022-08-08,95.74,86.37,80.94,,40.69,36.61,-5.67,-23.24,-0.03,1.71,15.67,0.52,6.17,2.23,8.67,4.961
2022-08-09,95.47,86.0,79.97,,40.97,34.4,-5.94,-23.24,-0.29,1.16,18.79,0.76,6.95,1.18,9.86,6.193
2022-08-10,99.25,87.83,82.28,,48.71,36.01,-2.22,-23.24,3.95,4.82,22.83,1.33,10.25,1.47,14.12,7.057
2022-08-11,101.25,87.77,81.8,,41.34,35.84,-0.24,-23.24,2.02,2.59,25.7,1.33,10.67,0.47,13.62,7.868
2022-08-12,98.36,89.29,83.51,,40.78,35.71,-3.09,-23.24,-2.86,2.7,25.82,3.26,12.92,3.08,15.96,7.928
2022-08-15,98.36,89.64,84.03,,40.76,35.84,-3.09,-23.24,0.0,2.73,23.65,3.79,11.23,3.82,14.63,7.313
2022-08-16,99.09,89.81,83.87,,40.05,35.76,-2.37,-23.24,0.74,3.79,22.41,4.43,12.38,4.87,15.34,6.989
2022-08-17,97.24,89.16,82.82,,31.3,35.93,-4.2,-23.24,-1.87,-2.02,16.15,1.52,8.57,0.65,10.46,5.186
2022-08-18,99.0,89.36,82.99,,30.3,35.42,-2.46,-23.24,1.82,-2.22,19.65,1.82,8.18,1.45,8.97,6.271
2022-08-19,97.57,88.21,81.33,,24.25,35.93,-3.87,-23.24,-1.45,-0.8,15.33,-1.21,5.74,-2.62,5.35,4.949
2022-08-22,95.74,86.32,79.25,,27.0,36.6,-5.67,-23.24,-1.87,-2.66,10.82,-3.7,4.45,-5.69,4.63,3.548
2022-08-23,95.9,86.13,79.25,,25.55,36.57,-5.52,-23.24,0.16,-3.23,11.03,-4.1,4.08,-5.5,5.08,3.615
2022-08-24,96.57,86.38,79.57,,24.23,35.94,-4.86,-23.24,0.7,-0.69,13.33,-3.12,5.6,-3.92,7.52,4.359
2022-08-25,97.72,87.6,80.9,,21.33,35.56,-3.72,-23.24,1.2,-1.29,12.24,-1.98,4.36,-2.51,5.04,4.074
2022-08-26,96.47,84.65,77.72,,20.77,31.02,-4.95,-23.24,-1.28,-1.12,4.93,-4.04,-0.36,-4.44,-0.17,2.012
2022-08-29,93.83,84.08,76.92,,25.53,31.55,-7.56,-23.24,-2.75,-2.0,-0.42,-2.59,-2.41,-2.94,-3.01,-0.011
2022-08-30,94.31,83.16,76.06,,26.14,31.6,-7.08,-23.24,0.52,-1.65,0.19,-3.45,-3.22,-4.02,-3.93,0.223
2022-08-31,93.19,82.51,75.63,,24.91,31.87,-8.19,-23.24,-1.19,-3.5,-1.26,-4.49,-3.33,-4.95,-4.31,-0.326
2022-09-01,93.22,82.75,75.44,,20.26,31.84,-8.16,-23.24,0.03,-4.61,-1.54,-5.53,-4.53,-6.76,-6.97,-0.435
2022-09-02,96.47,81.87,74.45,,36.75,30.65,-4.95,-23.24,3.49,0.0,-2.25,-3.29,-5.48,-4.21,-8.57,-0.746
2022-09-05,94.07,81.87,74.45,,35.58,30.13,-7.32,-23.24,-2.49,0.26,-1.78,-2.64,-5.33,-3.22,-8.11,-0.572
2022-09-06,94.31,81.53,73.9,,35.42,30.16,-7.08,-23.24,0.26,-0.0,-1.49,-1.96,-5.6,-2.85,-8.7,-0.456
2022-09-07,96.96,83.03,75.48,,38.08,31.72,-4.47,-23.24,2.81,4.05,1.56,0.63,-3.46,-0.21,-5.62,0.737
2022-09-08,98.15,83.57,75.93,,37.46,28.81,-3.3,-23.24,1.22,5.29,-1.1,0.99,-4.85,0.65,-7.72,-0.325
2022-09-09,99.21,84.85,77.53,,30.93,28.14,-2.25,-23.24,1.09,2.84,-2.01,3.65,-3.33,4.14,-5.22,-0.733
2022-09-12,100.89,85.75,78.52,,14.84,26.87,-0.6,-23.24,1.69,7.25,2.57,4.74,-3.97,5.46,-5.98,1.261
2022-09-13,97.51,82.04,74.47,,37.43,29.46,-3.93,-23.24,-3.35,3.39,-0.87,0.63,-8.48,0.77,-11.38,-0.214
2022-09-14,96.93,82.32,75.02,,32.82,29.38,-4.5,-23.24,-0.59,-0.03,-2.18,-0.85,-8.34,-0.61,-10.55,-0.76
2022-09-15,97.57,81.39,73.95,,31.73,28.75,-3.87,-23.24,0.66,-0.59,0.34,-2.62,-8.72,-2.61,-10.71,0.281
2022-09-16,97.05,80.8,73.28,,29.94,28.05,-4.38,-23.24,-0.53,-2.18,-1.97,-4.77,-9.58,-5.48,-11.7,-0.716
2022-09-19,96.78,81.36,73.83,,23.83,27.63,-4.65,-23.24,-0.28,-4.07,-0.81,-5.12,-7.77,-5.96,-9.21,-0.222
2022-09-20,93.7,80.44,73.13,,22.68,29.06,-7.68,-23.24,-3.18,-3.9,-2.13,-1.95,-6.82,-1.79,-7.73,-0.75
2022-09-21,95.41,79.06,71.82,,29.43,29.8,-6.0,-23.24,1.82,-1.57,-0.51,-3.96,-8.21,-4.26,-9.38,-0.063
2022-09-22,93.37,78.4,70.84,,30.35,30.56,-8.01,-23.24,-2.14,-4.31,-3.31,-3.67,-9.24,-4.2,-10.98,-1.175
2022-09-23,89.47,77.05,69.56,,37.92,33.15,-11.84,-23.24,-4.17,-7.81,-8.44,-4.65,-12.05,-5.07,-14.01,-3.028
